epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,43084.4,1.2839,0.61447,1.04951,0.86863,0.84729,0.88481,0.55671,1.25835,0.64963,1.08687,0.004225,0.004225,0.004225
177,43329.6,1.28141,0.61491,1.04597,0.86847,0.84726,0.88481,0.55628,1.25835,0.64934,1.08677,0.004192,0.004192,0.004192
178,43574,1.27786,0.61546,1.0484,0.86332,0.85012,0.88483,0.55643,1.25827,0.64893,1.0867,0.004159,0.004159,0.004159
179,43818,1.27611,0.61371,1.04819,0.86805,0.84765,0.88478,0.55639,1.25827,0.649,1.08671,0.004126,0.004126,0.004126
180,44062.1,1.28596,0.61641,1.05157,0.86301,0.85008,0.88473,0.55644,1.25836,0.64858,1.08671,0.004093,0.004093,0.004093
181,44306.6,1.28487,0.61426,1.04766,0.86699,0.8483,0.88479,0.55648,1.25841,0.64864,1.08663,0.00406,0.00406,0.00406
182,44551,1.26915,0.60841,1.04653,0.86994,0.8447,0.88503,0.55634,1.25842,0.64841,1.08661,0.004027,0.004027,0.004027
183,44795,1.27142,0.60957,1.04771,0.87044,0.84463,0.88499,0.55588,1.2583,0.64828,1.08646,0.003994,0.003994,0.003994
184,45039.4,1.27296,0.61003,1.04686,0.87053,0.84503,0.88502,0.55609,1.25817,0.6482,1.08644,0.003961,0.003961,0.003961
185,45283.3,1.26607,0.60597,1.0467,0.87167,0.84417,0.88511,0.55669,1.25838,0.64813,1.08643,0.003928,0.003928,0.003928
186,45527.3,1.26716,0.60658,1.04346,0.87135,0.84477,0.88513,0.55682,1.25808,0.64788,1.0862,0.003895,0.003895,0.003895
187,45771.3,1.27156,0.61045,1.04885,0.87127,0.8449,0.88529,0.55682,1.25793,0.64772,1.08623,0.003862,0.003862,0.003862
188,46016.2,1.26712,0.60672,1.04374,0.87042,0.84442,0.88519,0.55674,1.25764,0.64782,1.0861,0.003829,0.003829,0.003829
189,46260.2,1.26952,0.60528,1.04376,0.87197,0.84269,0.88544,0.55666,1.25786,0.64779,1.08604,0.003796,0.003796,0.003796
190,46504.8,1.27258,0.6066,1.0445,0.87143,0.8433,0.88554,0.55677,1.25785,0.6477,1.08602,0.003763,0.003763,0.003763
191,46749.1,1.26616,0.60472,1.04358,0.87132,0.84351,0.88571,0.55686,1.25781,0.64738,1.08586,0.00373,0.00373,0.00373
192,46993.8,1.26852,0.60357,1.04386,0.87062,0.84369,0.88592,0.55669,1.25791,0.64744,1.08593,0.003697,0.003697,0.003697
193,47237.9,1.26452,0.59916,1.04137,0.87022,0.84447,0.88618,0.55708,1.25808,0.64696,1.08605,0.003664,0.003664,0.003664
194,47482.3,1.26622,0.6014,1.04148,0.86903,0.84577,0.88594,0.55722,1.25783,0.64697,1.08584,0.003631,0.003631,0.003631
195,47728.2,1.26537,0.60275,1.04142,0.87271,0.84127,0.88622,0.5575,1.25805,0.64685,1.08586,0.003598,0.003598,0.003598
196,47973.4,1.26486,0.60034,1.04015,0.86719,0.84654,0.88635,0.55725,1.25811,0.64662,1.08582,0.003565,0.003565,0.003565
197,48216.9,1.26176,0.60206,1.04145,0.87302,0.84092,0.88633,0.55741,1.25792,0.64628,1.08578,0.003532,0.003532,0.003532
198,48460.2,1.25718,0.59994,1.04082,0.87185,0.84113,0.886,0.55762,1.25805,0.64598,1.08581,0.003499,0.003499,0.003499
199,48703.6,1.25698,0.59432,1.03634,0.86919,0.8441,0.88639,0.55762,1.2582,0.64586,1.08574,0.003466,0.003466,0.003466
200,48947.5,1.26001,0.59621,1.03892,0.87451,0.83988,0.88657,0.55783,1.25823,0.64509,1.08575,0.003433,0.003433,0.003433
201,49190.5,1.25476,0.59397,1.03907,0.87388,0.83974,0.88629,0.55731,1.25861,0.64532,1.08586,0.0034,0.0034,0.0034
202,49433.7,1.25953,0.59538,1.03905,0.87409,0.84014,0.8864,0.55723,1.25868,0.64525,1.08603,0.003367,0.003367,0.003367
203,49677.3,1.26476,0.59884,1.04016,0.87408,0.83986,0.88622,0.55715,1.25887,0.64508,1.08609,0.003334,0.003334,0.003334
204,49920.2,1.25236,0.5956,1.03744,0.87386,0.84157,0.88616,0.55722,1.25886,0.64489,1.08616,0.003301,0.003301,0.003301
205,50163.6,1.25348,0.59391,1.03769,0.87507,0.84058,0.88639,0.55702,1.25873,0.6449,1.08609,0.003268,0.003268,0.003268
206,50406.2,1.25441,0.59174,1.03816,0.87506,0.83968,0.88633,0.55718,1.25888,0.64482,1.08619,0.003235,0.003235,0.003235
207,50649.5,1.24891,0.5908,1.03388,0.87575,0.84041,0.88645,0.55702,1.25874,0.64457,1.08603,0.003202,0.003202,0.003202
208,50892.5,1.25427,0.59199,1.03856,0.87488,0.84117,0.88625,0.55693,1.25878,0.64445,1.08601,0.003169,0.003169,0.003169
209,51135.6,1.25393,0.59527,1.03938,0.87333,0.84161,0.88628,0.55713,1.25886,0.64421,1.08595,0.003136,0.003136,0.003136
210,51378.3,1.25341,0.59259,1.03772,0.87364,0.84179,0.88636,0.55708,1.25885,0.64394,1.08591,0.003103,0.003103,0.003103
211,51621.1,1.25215,0.58913,1.03507,0.87382,0.84135,0.88618,0.55722,1.25883,0.64399,1.08595,0.00307,0.00307,0.00307
212,51866.2,1.25777,0.59231,1.03671,0.87317,0.84189,0.88625,0.55728,1.2589,0.64384,1.08597,0.003037,0.003037,0.003037
213,52109.3,1.24855,0.59034,1.03479,0.87286,0.84205,0.88663,0.55714,1.25912,0.64374,1.08607,0.003004,0.003004,0.003004
214,52352.5,1.25327,0.59071,1.03546,0.8765,0.83845,0.88644,0.55717,1.25926,0.64375,1.08617,0.002971,0.002971,0.002971
215,52595.6,1.25153,0.59088,1.03317,0.8781,0.83828,0.88659,0.55751,1.2592,0.64378,1.08616,0.002938,0.002938,0.002938
216,52838.5,1.25421,0.58872,1.03585,0.8782,0.83825,0.88655,0.55736,1.25926,0.64348,1.0862,0.002905,0.002905,0.002905
217,53081.7,1.24506,0.5882,1.03245,0.87838,0.83787,0.88631,0.55733,1.25932,0.64366,1.0862,0.002872,0.002872,0.002872
218,53324.6,1.24311,0.58381,1.03445,0.87805,0.83783,0.88664,0.55732,1.25926,0.6436,1.08623,0.002839,0.002839,0.002839
219,53568.1,1.24963,0.58795,1.03399,0.87683,0.83873,0.88645,0.55734,1.25941,0.64339,1.08632,0.002806,0.002806,0.002806
220,53810.3,1.24439,0.58614,1.03393,0.87739,0.83843,0.88646,0.55728,1.25929,0.64287,1.08622,0.002773,0.002773,0.002773
221,54053.9,1.24443,0.58274,1.0338,0.87865,0.83696,0.88645,0.55703,1.25938,0.64288,1.08641,0.00274,0.00274,0.00274
222,54297.7,1.24215,0.58215,1.03218,0.87881,0.83705,0.88637,0.55689,1.25928,0.64259,1.08632,0.002707,0.002707,0.002707
223,54542,1.24302,0.58193,1.03304,0.87866,0.83726,0.8865,0.55681,1.25941,0.64265,1.08635,0.002674,0.002674,0.002674
224,54785.4,1.23957,0.57906,1.03142,0.87813,0.83766,0.8867,0.55688,1.25931,0.64257,1.0864,0.002641,0.002641,0.002641
225,55028.7,1.23923,0.58171,1.03307,0.87761,0.83784,0.88683,0.55691,1.2593,0.64229,1.08643,0.002608,0.002608,0.002608
226,55272,1.24078,0.57971,1.02917,0.88246,0.83426,0.88681,0.55706,1.25952,0.64211,1.08642,0.002575,0.002575,0.002575
227,55515.2,1.24029,0.5815,1.03209,0.88202,0.83429,0.88688,0.55732,1.2593,0.64195,1.08622,0.002542,0.002542,0.002542
228,55757.8,1.24031,0.57775,1.03061,0.8827,0.83374,0.88695,0.55752,1.25935,0.6416,1.08629,0.002509,0.002509,0.002509
229,56001.6,1.24202,0.58083,1.02938,0.88342,0.83399,0.88699,0.55768,1.25937,0.64165,1.08628,0.002476,0.002476,0.002476
230,56244.7,1.23951,0.57838,1.02825,0.88489,0.83269,0.88711,0.55768,1.25976,0.64141,1.08645,0.002443,0.002443,0.002443
231,56488.9,1.23879,0.57625,1.02845,0.88428,0.83287,0.88707,0.55762,1.25991,0.64121,1.0865,0.00241,0.00241,0.00241
232,56732.3,1.23229,0.57357,1.02556,0.88257,0.83709,0.88732,0.55776,1.26011,0.64108,1.08667,0.002377,0.002377,0.002377
233,56976,1.23392,0.57587,1.02366,0.88288,0.83823,0.88736,0.55761,1.26051,0.6407,1.08683,0.002344,0.002344,0.002344
234,57219.5,1.22869,0.57224,1.02586,0.88497,0.8351,0.88735,0.55776,1.26067,0.6405,1.08685,0.002311,0.002311,0.002311
235,57462.9,1.23796,0.5768,1.02735,0.88221,0.83765,0.88749,0.55791,1.26092,0.6404,1.08695,0.002278,0.002278,0.002278
236,57706,1.23339,0.573,1.02412,0.88121,0.83792,0.88736,0.55783,1.26089,0.64048,1.08683,0.002245,0.002245,0.002245
237,57949.2,1.23013,0.57396,1.02572,0.88152,0.83777,0.88732,0.55797,1.26098,0.64049,1.08674,0.002212,0.002212,0.002212
238,58192.4,1.2291,0.57404,1.02601,0.88239,0.83705,0.88734,0.55782,1.26113,0.64077,1.08679,0.002179,0.002179,0.002179
239,58435.4,1.22912,0.57026,1.02463,0.88227,0.83713,0.88722,0.55781,1.2613,0.64096,1.08684,0.002146,0.002146,0.002146
240,58678.1,1.23172,0.57161,1.02422,0.88124,0.83731,0.88725,0.55775,1.26132,0.64086,1.08685,0.002113,0.002113,0.002113
241,58921.1,1.22085,0.56843,1.0226,0.88158,0.83694,0.88719,0.55771,1.26147,0.6404,1.08688,0.00208,0.00208,0.00208
242,59163.5,1.23019,0.56969,1.02509,0.87941,0.84009,0.88673,0.5577,1.26156,0.6405,1.08694,0.002047,0.002047,0.002047
243,59406.5,1.22821,0.56887,1.02225,0.87891,0.84003,0.88684,0.55822,1.26184,0.64052,1.0871,0.002014,0.002014,0.002014
244,59649.9,1.22517,0.56794,1.02228,0.87912,0.83993,0.88694,0.55799,1.26211,0.64044,1.0874,0.001981,0.001981,0.001981
245,59893.6,1.22188,0.56698,1.02428,0.87854,0.84032,0.88696,0.558,1.26233,0.64045,1.08752,0.001948,0.001948,0.001948
246,60136.8,1.22409,0.56693,1.02097,0.87903,0.83979,0.88678,0.55792,1.26257,0.64054,1.08769,0.001915,0.001915,0.001915
247,60379.7,1.22253,0.56611,1.02332,0.87977,0.83982,0.88672,0.5579,1.26273,0.64066,1.0878,0.001882,0.001882,0.001882
248,60623.2,1.2138,0.56108,1.02092,0.87919,0.83999,0.88663,0.55763,1.26266,0.64063,1.08775,0.001849,0.001849,0.001849
249,60866.7,1.22467,0.56757,1.02422,0.87921,0.84066,0.88681,0.55758,1.26278,0.6408,1.08784,0.001816,0.001816,0.001816
250,61109.6,1.21959,0.56205,1.02121,0.87954,0.84048,0.88704,0.5581,1.26262,0.64068,1.08774,0.001783,0.001783,0.001783
251,61354.5,1.22149,0.56476,1.02016,0.8798,0.84089,0.88703,0.55818,1.26268,0.64085,1.0878,0.00175,0.00175,0.00175
252,61597.6,1.21647,0.56258,1.0209,0.87969,0.84106,0.88711,0.558,1.26269,0.64095,1.08786,0.001717,0.001717,0.001717
253,61839.9,1.21099,0.56062,1.01706,0.88008,0.84076,0.88717,0.55768,1.26284,0.64106,1.08786,0.001684,0.001684,0.001684
254,62083.3,1.21157,0.55926,1.01892,0.88072,0.84004,0.88732,0.55759,1.26302,0.64087,1.08795,0.001651,0.001651,0.001651
255,62326.3,1.22014,0.56197,1.01776,0.8811,0.8404,0.88759,0.55774,1.26321,0.64109,1.088,0.001618,0.001618,0.001618
256,62569.6,1.2165,0.55771,1.0164,0.88099,0.84024,0.88747,0.55763,1.26347,0.64112,1.0883,0.001585,0.001585,0.001585
257,62812.6,1.20573,0.55807,1.01706,0.88064,0.84147,0.88727,0.55799,1.26381,0.64074,1.08846,0.001552,0.001552,0.001552
258,63055.7,1.20643,0.55703,1.01782,0.88123,0.84205,0.88729,0.55805,1.26406,0.64059,1.08859,0.001519,0.001519,0.001519
259,63300.3,1.21544,0.55677,1.01683,0.88016,0.8418,0.8871,0.55798,1.26407,0.64079,1.08864,0.001486,0.001486,0.001486
260,63545.5,1.20763,0.55846,1.01758,0.88002,0.84237,0.88727,0.55806,1.26404,0.64086,1.08858,0.001453,0.001453,0.001453
261,63788.4,1.20629,0.55518,1.01567,0.87996,0.84225,0.88741,0.55772,1.26405,0.64093,1.08848,0.00142,0.00142,0.00142
262,64032.2,1.2061,0.55682,1.01624,0.8817,0.84199,0.88752,0.5579,1.26413,0.64092,1.08848,0.001387,0.001387,0.001387
263,64276.7,1.20078,0.55128,1.01513,0.88007,0.84264,0.88751,0.55801,1.2644,0.64071,1.08862,0.001354,0.001354,0.001354
264,64520.2,1.21193,0.55509,1.0157,0.87973,0.84343,0.88733,0.55816,1.26453,0.64074,1.08874,0.001321,0.001321,0.001321
265,64762.4,1.20379,0.55205,1.01633,0.8799,0.84277,0.88734,0.55788,1.26483,0.64061,1.08878,0.001288,0.001288,0.001288
266,65005.1,1.19512,0.54859,1.01365,0.87931,0.84183,0.88703,0.55794,1.26472,0.64064,1.08864,0.001255,0.001255,0.001255
267,65248.6,1.20437,0.55,1.01333,0.87852,0.84231,0.88694,0.55802,1.26483,0.64083,1.08868,0.001222,0.001222,0.001222
268,65493,1.19931,0.55083,1.01262,0.8807,0.84053,0.8875,0.55827,1.26498,0.64092,1.08879,0.001189,0.001189,0.001189
269,65738.2,1.20165,0.55219,1.0117,0.88046,0.84071,0.88771,0.55793,1.26498,0.64098,1.08878,0.001156,0.001156,0.001156
270,65981.2,1.20035,0.54773,1.01142,0.88009,0.84088,0.8877,0.55795,1.26516,0.64107,1.08884,0.001123,0.001123,0.001123
271,66223.7,1.18909,0.54603,1.01209,0.88147,0.83956,0.88758,0.55788,1.26499,0.64099,1.08879,0.00109,0.00109,0.00109
272,66465.7,1.19092,0.54531,1.01213,0.87812,0.84286,0.88758,0.55783,1.26512,0.64127,1.08877,0.001057,0.001057,0.001057
273,66708.5,1.19765,0.54687,1.00897,0.878,0.84236,0.8876,0.55799,1.26524,0.64113,1.08878,0.001024,0.001024,0.001024
274,66950.6,1.18361,0.54048,1.0126,0.87771,0.8427,0.88739,0.55771,1.26541,0.64136,1.08881,0.000991,0.000991,0.000991
275,67193.3,1.18315,0.53975,1.00801,0.87759,0.84277,0.88739,0.55795,1.26559,0.64133,1.0889,0.000958,0.000958,0.000958
276,67437,1.18958,0.54331,1.00651,0.87731,0.84282,0.88739,0.55811,1.26583,0.6413,1.08894,0.000925,0.000925,0.000925
277,67683.8,1.1875,0.54095,1.00786,0.87729,0.844,0.88751,0.55785,1.26612,0.64138,1.08907,0.000892,0.000892,0.000892
278,67928.4,1.18793,0.54338,1.00935,0.87748,0.84409,0.88733,0.55787,1.2661,0.64142,1.08912,0.000859,0.000859,0.000859
279,68174.3,1.18406,0.5388,1.00616,0.87791,0.84382,0.88727,0.55779,1.26632,0.64141,1.08917,0.000826,0.000826,0.000826
280,68417.9,1.18082,0.53644,1.00733,0.87821,0.84377,0.88743,0.55775,1.26648,0.64175,1.08918,0.000793,0.000793,0.000793
281,68661.7,1.18377,0.53889,1.00965,0.8774,0.84494,0.88738,0.55788,1.26641,0.64205,1.08906,0.00076,0.00076,0.00076
282,68905.3,1.18019,0.53683,1.00599,0.87754,0.84327,0.88722,0.55779,1.26655,0.64205,1.08928,0.000727,0.000727,0.000727
283,69148.2,1.18345,0.53774,1.00771,0.87747,0.84191,0.88732,0.55746,1.26672,0.64187,1.0893,0.000694,0.000694,0.000694
284,69392.3,1.19161,0.53945,1.00485,0.87678,0.84329,0.88724,0.55722,1.26684,0.64206,1.0893,0.000661,0.000661,0.000661
285,69636.9,1.17953,0.53651,1.00605,0.87678,0.84316,0.88711,0.55723,1.26692,0.64206,1.08929,0.000628,0.000628,0.000628
286,69880.2,1.18009,0.53702,1.00533,0.87666,0.84264,0.88714,0.55728,1.26701,0.6424,1.08916,0.000595,0.000595,0.000595
287,70123.3,1.17399,0.53316,1.00612,0.87585,0.84312,0.88732,0.55709,1.26724,0.64243,1.08931,0.000562,0.000562,0.000562
288,70368.3,1.17772,0.53397,1.00643,0.87769,0.84143,0.88721,0.55712,1.26715,0.64255,1.08929,0.000529,0.000529,0.000529
289,70611.5,1.17611,0.53283,1.00435,0.87751,0.84163,0.88709,0.55707,1.26705,0.64278,1.0891,0.000496,0.000496,0.000496
290,70854.5,1.17833,0.53323,1.00668,0.87732,0.84203,0.8872,0.55713,1.26692,0.64297,1.089,0.000463,0.000463,0.000463
291,71098.9,1.1675,0.48237,1.00289,0.87924,0.84146,0.88734,0.55723,1.26706,0.6429,1.08912,0.00043,0.00043,0.00043
292,71341.2,1.15999,0.47913,1.0014,0.87836,0.8426,0.88716,0.55709,1.26706,0.64274,1.0892,0.000397,0.000397,0.000397
293,71584.1,1.15785,0.47676,1.00103,0.87811,0.84269,0.88698,0.55683,1.26707,0.64251,1.08923,0.000364,0.000364,0.000364
294,71827.9,1.16034,0.4768,1.00074,0.87729,0.84415,0.88686,0.55699,1.26699,0.64265,1.08909,0.000331,0.000331,0.000331
295,72071.5,1.1536,0.47565,0.9967,0.87744,0.84448,0.88691,0.55706,1.26741,0.64254,1.08929,0.000298,0.000298,0.000298
296,72314.3,1.15457,0.47449,0.99899,0.87846,0.84129,0.88669,0.55695,1.26784,0.64263,1.08966,0.000265,0.000265,0.000265
297,72557,1.15202,0.47315,0.99862,0.87744,0.84232,0.88699,0.55701,1.2679,0.64288,1.08981,0.000232,0.000232,0.000232
298,72800.4,1.15114,0.47184,0.99713,0.87904,0.84064,0.88698,0.55691,1.26792,0.64272,1.08985,0.000199,0.000199,0.000199
299,73042.1,1.15108,0.4727,0.99679,0.8783,0.84182,0.88672,0.55706,1.26814,0.64268,1.08998,0.000166,0.000166,0.000166
300,73283.2,1.14787,0.47146,0.99594,0.87969,0.8402,0.88678,0.55692,1.26799,0.64268,1.08995,0.000133,0.000133,0.000133
