epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,6840.42,1.3251,0.7132,1.20408,0.84248,0.81796,0.85468,0.50792,1.36045,0.75531,1.34444,0.000646719,0.000646719,0.000646719
41,7008.58,1.31894,0.70768,1.20917,0.84277,0.8198,0.84701,0.50235,1.35269,0.75603,1.33872,0.00063125,0.00063125,0.00063125
42,7179.41,1.32606,0.71396,1.20559,0.83029,0.824,0.85356,0.50892,1.35235,0.75218,1.33553,0.000615781,0.000615781,0.000615781
43,7350.1,1.31895,0.71058,1.1994,0.86433,0.80781,0.84937,0.50385,1.34741,0.75223,1.32679,0.000600313,0.000600313,0.000600313
44,7519.44,1.30806,0.69494,1.19857,0.84799,0.81008,0.85077,0.50309,1.3453,0.75822,1.33305,0.000584844,0.000584844,0.000584844
45,7688.64,1.30623,0.69476,1.20531,0.8508,0.82568,0.85559,0.50367,1.34304,0.75425,1.32627,0.000569375,0.000569375,0.000569375
46,7858.32,1.32152,0.70047,1.20761,0.84317,0.8159,0.84386,0.50036,1.3469,0.75907,1.33765,0.000553906,0.000553906,0.000553906
47,8028.68,1.30473,0.68873,1.1984,0.83276,0.82997,0.85332,0.5088,1.34025,0.7384,1.33596,0.000538438,0.000538438,0.000538438
48,8199.76,1.30771,0.6921,1.19418,0.85703,0.80817,0.84719,0.50045,1.33916,0.73862,1.32506,0.000522969,0.000522969,0.000522969
49,8369.98,1.28895,0.68597,1.19197,0.86036,0.80814,0.85026,0.50393,1.34018,0.74334,1.33324,0.0005075,0.0005075,0.0005075
50,8541.1,1.29392,0.67975,1.19473,0.85916,0.82818,0.85454,0.50674,1.34561,0.74135,1.3396,0.000492031,0.000492031,0.000492031
51,8712.02,1.28395,0.68008,1.19144,0.85674,0.80287,0.84971,0.50641,1.33655,0.74537,1.32461,0.000476562,0.000476562,0.000476562
52,8882.59,1.29821,0.68756,1.19361,0.84355,0.83508,0.85795,0.51353,1.33165,0.72969,1.32654,0.000461094,0.000461094,0.000461094
53,9050.87,1.27409,0.67782,1.18329,0.83811,0.82527,0.84916,0.50769,1.33355,0.73296,1.32831,0.000445625,0.000445625,0.000445625
54,9221.88,1.26728,0.67529,1.18078,0.85509,0.81416,0.85046,0.5053,1.33954,0.74263,1.32707,0.000430156,0.000430156,0.000430156
55,9391.28,1.27455,0.67243,1.18371,0.86423,0.7922,0.84972,0.50323,1.33319,0.73382,1.32624,0.000414688,0.000414688,0.000414688
56,9559.11,1.26519,0.66836,1.18356,0.83688,0.82863,0.85326,0.50736,1.32622,0.74491,1.32092,0.000399219,0.000399219,0.000399219
57,9731.17,1.27392,0.66703,1.17334,0.86624,0.80297,0.85679,0.50849,1.32757,0.74015,1.31709,0.00038375,0.00038375,0.00038375
58,9900.99,1.26774,0.67071,1.17868,0.86696,0.80619,0.85197,0.50407,1.3319,0.73588,1.32957,0.000368281,0.000368281,0.000368281
59,10071.6,1.27438,0.66156,1.17332,0.84198,0.82833,0.84623,0.50329,1.33425,0.74861,1.32622,0.000352812,0.000352812,0.000352812
60,10241.9,1.26461,0.66817,1.1748,0.82518,0.82498,0.8439,0.5033,1.32936,0.74601,1.32365,0.000337344,0.000337344,0.000337344
61,10412.4,1.26614,0.65402,1.1646,0.84608,0.81068,0.8411,0.5064,1.3364,0.74021,1.33222,0.000321875,0.000321875,0.000321875
62,10582,1.24875,0.65254,1.17636,0.82752,0.82737,0.84005,0.50053,1.33975,0.74082,1.33136,0.000306406,0.000306406,0.000306406
63,10751.9,1.2568,0.66176,1.17331,0.84075,0.81422,0.84318,0.50146,1.33471,0.74507,1.32974,0.000290937,0.000290937,0.000290937
64,10922.3,1.25319,0.65532,1.16803,0.8441,0.80958,0.84352,0.49911,1.3432,0.73911,1.33996,0.000275469,0.000275469,0.000275469
65,11094.4,1.24886,0.65063,1.16984,0.85391,0.79934,0.8394,0.50143,1.33412,0.74823,1.33374,0.00026,0.00026,0.00026
66,11264.9,1.25994,0.64791,1.16867,0.83399,0.82674,0.8484,0.50542,1.33637,0.73434,1.33758,0.000244531,0.000244531,0.000244531
67,11435.1,1.24991,0.6499,1.16395,0.83103,0.81374,0.84517,0.5043,1.33667,0.74384,1.33635,0.000229063,0.000229063,0.000229063
68,11605.7,1.25174,0.64585,1.1643,0.8483,0.8166,0.84592,0.50452,1.33761,0.73958,1.33528,0.000213594,0.000213594,0.000213594
69,11776.4,1.24862,0.64159,1.16222,0.84114,0.81633,0.84675,0.50334,1.33819,0.73865,1.33903,0.000198125,0.000198125,0.000198125
70,11946.2,1.22979,0.63782,1.1628,0.84727,0.82273,0.84851,0.50492,1.33616,0.74132,1.3357,0.000182656,0.000182656,0.000182656
71,12189.3,1.2232,0.59592,1.17922,0.82508,0.81887,0.83962,0.49642,1.34175,0.73791,1.33563,0.000167188,0.000167188,0.000167188
72,12357.1,1.21949,0.58705,1.16937,0.83731,0.81496,0.83487,0.4963,1.33733,0.74434,1.32726,0.000151719,0.000151719,0.000151719
73,12523.8,1.2128,0.58462,1.17047,0.83982,0.81009,0.83751,0.49864,1.33796,0.73782,1.33257,0.00013625,0.00013625,0.00013625
74,12690.6,1.20364,0.58159,1.16645,0.82057,0.8297,0.83788,0.49879,1.33929,0.74595,1.33126,0.000120781,0.000120781,0.000120781
75,12857.5,1.20773,0.57926,1.16622,0.82824,0.81877,0.83413,0.4966,1.33896,0.75064,1.33257,0.000105312,0.000105312,0.000105312
76,13025.8,1.20918,0.57201,1.16656,0.83709,0.80103,0.83335,0.4965,1.3405,0.74637,1.33635,8.98437e-05,8.98437e-05,8.98437e-05
77,13192.4,1.19741,0.5686,1.1613,0.8333,0.81611,0.83438,0.49667,1.34277,0.74704,1.33817,7.4375e-05,7.4375e-05,7.4375e-05
78,13359.5,1.19597,0.57065,1.16173,0.84216,0.80602,0.83333,0.49647,1.34126,0.74774,1.33575,5.89062e-05,5.89062e-05,5.89062e-05
79,13527,1.195,0.57005,1.16007,0.84039,0.80936,0.83403,0.49675,1.34418,0.74642,1.3391,4.34375e-05,4.34375e-05,4.34375e-05
80,13694.2,1.19114,0.56661,1.15744,0.83812,0.80284,0.8327,0.49566,1.34571,0.74708,1.34197,2.79687e-05,2.79687e-05,2.79687e-05
